numero,page,texte,lien,Entreprise
0203.430.576,3,"271) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA 1060 SAINT-GILLES 203.430.576 ME. - COMPTES ANNUELS 31.12.1997, APP 29.04.1998 - 99046-0382-016 1999-03-20 / 0027831",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=70&btw=203430576,SNCB
0203.430.576,3,"271) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA 1060 SAINT-GILLES 203.430.576 ME. - COMPTES ANNUELS 31.12.1997, APP 29.04.1998 - 99046-0382-016 1999-03-20 / 0027831 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=70&btw=203430576,SNCB
0203.430.576,3,"272) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-12-11 / 255 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=71&btw=203430576,SNCB
0203.430.576,3,"SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-12-11 / 255 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/1998/12/11/1998-12-11_0255.pdf,SNCB
0203.430.576,3,"272) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-12-11 / 255 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=71&btw=203430576,SNCB
0203.430.576,3,273) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-12-11 / 256 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=72&btw=203430576,SNCB
0203.430.576,3,RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-12-11 / 256 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/1998/12/11/1998-12-11_0256.pdf,SNCB
0203.430.576,3,273) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-12-11 / 256 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=72&btw=203430576,SNCB
0203.430.576,3,"274) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-12-11 / 257 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=73&btw=203430576,SNCB
0203.430.576,3,"SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-12-11 / 257 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/1998/12/11/1998-12-11_0257.pdf,SNCB
0203.430.576,3,"274) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-12-11 / 257 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=73&btw=203430576,SNCB
0203.430.576,3,275) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-12-11 / 258 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=74&btw=203430576,SNCB
0203.430.576,3,RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-12-11 / 258 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/1998/12/11/1998-12-11_0258.pdf,SNCB
0203.430.576,3,275) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-12-11 / 258 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=74&btw=203430576,SNCB
0203.430.576,3,"276) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-12-11 / 259 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=75&btw=203430576,SNCB
0203.430.576,3,"SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-12-11 / 259 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/1998/12/11/1998-12-11_0259.pdf,SNCB
0203.430.576,3,"276) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-12-11 / 259 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=75&btw=203430576,SNCB
0203.430.576,3,277) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-12-11 / 260 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=76&btw=203430576,SNCB
0203.430.576,3,RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-12-11 / 260 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/1998/12/11/1998-12-11_0260.pdf,SNCB
0203.430.576,3,277) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-12-11 / 260 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=76&btw=203430576,SNCB
0203.430.576,3,278) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-11-21 / 080 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=77&btw=203430576,SNCB
0203.430.576,3,RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-11-21 / 080 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/1998/11/21/1998-11-21_0080.pdf,SNCB
0203.430.576,3,278) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-11-21 / 080 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=77&btw=203430576,SNCB
0203.430.576,3,"279) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-06-03 / 329 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=78&btw=203430576,SNCB
0203.430.576,3,"SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-06-03 / 329 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/1998/06/03/1998-06-03_0329.pdf,SNCB
0203.430.576,3,"279) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-06-03 / 329 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=78&btw=203430576,SNCB
0203.430.576,3,"280) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-06-03 / 330 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=79&btw=203430576,SNCB
0203.430.576,3,"SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-06-03 / 330 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/1998/06/03/1998-06-03_0330.pdf,SNCB
0203.430.576,3,"280) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-06-03 / 330 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=79&btw=203430576,SNCB
0203.430.576,3,"281) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-06-03 / 331 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=80&btw=203430576,SNCB
0203.430.576,3,"SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-06-03 / 331 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/1998/06/03/1998-06-03_0331.pdf,SNCB
0203.430.576,3,"281) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-06-03 / 331 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=80&btw=203430576,SNCB
0203.430.576,3,"282) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-06-03 / 332 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=81&btw=203430576,SNCB
0203.430.576,3,"SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-06-03 / 332 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/1998/06/03/1998-06-03_0332.pdf,SNCB
0203.430.576,3,"282) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1998-06-03 / 332 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=81&btw=203430576,SNCB
0203.430.576,3,283) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-06-03 / 333 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=82&btw=203430576,SNCB
0203.430.576,3,RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-06-03 / 333 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/1998/06/03/1998-06-03_0333.pdf,SNCB
0203.430.576,3,283) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-06-03 / 333 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=82&btw=203430576,SNCB
0203.430.576,3,284) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-06-03 / 334 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=83&btw=203430576,SNCB
0203.430.576,3,RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-06-03 / 334 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/1998/06/03/1998-06-03_0334.pdf,SNCB
0203.430.576,3,284) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-06-03 / 334 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=83&btw=203430576,SNCB
0203.430.576,3,285) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-06-03 / 335 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=84&btw=203430576,SNCB
0203.430.576,3,RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-06-03 / 335 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/1998/06/03/1998-06-03_0335.pdf,SNCB
0203.430.576,3,285) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-06-03 / 335 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=84&btw=203430576,SNCB
0203.430.576,3,286) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-06-03 / 336 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=85&btw=203430576,SNCB
0203.430.576,3,RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-06-03 / 336 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/1998/06/03/1998-06-03_0336.pdf,SNCB
0203.430.576,3,286) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1998-06-03 / 336 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=85&btw=203430576,SNCB
0203.430.576,3,287) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DIVERS 1998-03-26 / 233 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=86&btw=203430576,SNCB
0203.430.576,3,SAINT-GILLES 203.430.576 DIVERS 1998-03-26 / 233 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/1998/03/26/1998-03-26_0233.pdf,SNCB
0203.430.576,3,287) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SA SAINT-GILLES 203.430.576 DIVERS 1998-03-26 / 233 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=86&btw=203430576,SNCB
0203.430.576,3,288) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 DIVERSEN 1998-03-26 / 234 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=87&btw=203430576,SNCB
0203.430.576,3,RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 DIVERSEN 1998-03-26 / 234 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/1998/03/26/1998-03-26_0234.pdf,SNCB
0203.430.576,3,288) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 DIVERSEN 1998-03-26 / 234 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=87&btw=203430576,SNCB
0203.430.576,3,"293) SNCB SA SAINT-GILLES 203.430.576 CAPITAL, ACTIONS - ASSEMBLEE GENERALE - STATUTS (TRADUCTION, COORDINATION, AUTRES MODIFICATIONS, ) 1997-12-09 / 164 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=92&btw=203430576,SNCB
0203.430.576,3,"SAINT-GILLES 203.430.576 CAPITAL, ACTIONS - ASSEMBLEE GENERALE - STATUTS (TRADUCTION, COORDINATION, AUTRES MODIFICATIONS, ) 1997-12-09 / 164 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/1997/12/09/1997-12-09_0164.pdf,SNCB
0203.430.576,3,"293) SNCB SA SAINT-GILLES 203.430.576 CAPITAL, ACTIONS - ASSEMBLEE GENERALE - STATUTS (TRADUCTION, COORDINATION, AUTRES MODIFICATIONS, ) 1997-12-09 / 164 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=92&btw=203430576,SNCB
0203.430.576,3,"294) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 KAPITAAL - AANDELEN - ALGEMENE VERGADERING - STATUTEN (VERTALING, COÖRDINATIE, OVERIGE WIJZIGINGEN, ) 1997-12-09 / 165 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=93&btw=203430576,SNCB
0203.430.576,3,"RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 KAPITAAL - AANDELEN - ALGEMENE VERGADERING - STATUTEN (VERTALING, COÖRDINATIE, OVERIGE WIJZIGINGEN, ) 1997-12-09 / 165 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/1997/12/09/1997-12-09_0165.pdf,SNCB
0203.430.576,3,"294) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 KAPITAAL - AANDELEN - ALGEMENE VERGADERING - STATUTEN (VERTALING, COÖRDINATIE, OVERIGE WIJZIGINGEN, ) 1997-12-09 / 165 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=93&btw=203430576,SNCB
0203.430.576,3,"295) SNCB SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1997-07-17 / 218 IMAGE",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=94&btw=203430576,SNCB
0203.430.576,3,"SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1997-07-17 / 218 IMAGE",https://www.ejustice.just.fgov.be/tsv_pdf/1997/07/17/1997-07-17_0218.pdf,SNCB
0203.430.576,3,"295) SNCB SA SAINT-GILLES 203.430.576 DEMISSIONS, NOMINATIONS 1997-07-17 / 218 IMAGE DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=94&btw=203430576,SNCB
0203.430.576,3,296) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1997-07-17 / 219 IMAGE,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=95&btw=203430576,SNCB
0203.430.576,3,RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1997-07-17 / 219 IMAGE,https://www.ejustice.just.fgov.be/tsv_pdf/1997/07/17/1997-07-17_0219.pdf,SNCB
0203.430.576,3,296) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN NV RUE DE FRANCE 85 1060 SINT-GILLIS 203.430.576 ONTSLAGEN - BENOEMINGEN 1997-07-17 / 219 IMAGE DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=3&la_search=f&caller=list&=95&btw=203430576,SNCB
0203.430.576,4,Moniteur belge,https://www.ejustice.just.fgov.be/cgi/welcome.pl?language=fr,SNCB
0203.430.576,4,"301) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SSF ANDERLECHT 203.430.576 DEMISSIONS, NOMINATIONS 1996-01-24 / 638",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=0&btw=203430576,SNCB
0203.430.576,4,"301) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SSF ANDERLECHT 203.430.576 DEMISSIONS, NOMINATIONS 1996-01-24 / 638 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=0&btw=203430576,SNCB
0203.430.576,4,302) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN VZV RUE DE FRANCE 85 1060 ANDERLECHT 203.430.576 ONTSLAGEN - BENOEMINGEN 1996-01-24 / 639,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=1&btw=203430576,SNCB
0203.430.576,4,302) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN VZV RUE DE FRANCE 85 1060 ANDERLECHT 203.430.576 ONTSLAGEN - BENOEMINGEN 1996-01-24 / 639 DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=1&btw=203430576,SNCB
0203.430.576,4,"303) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SSF ANDERLECHT 203.430.576 DEMISSIONS, NOMINATIONS 1996-01-24 / 640",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=2&btw=203430576,SNCB
0203.430.576,4,"303) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SSF ANDERLECHT 203.430.576 DEMISSIONS, NOMINATIONS 1996-01-24 / 640 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=2&btw=203430576,SNCB
0203.430.576,4,304) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN VZV RUE DE FRANCE 85 1060 ANDERLECHT 203.430.576 ONTSLAGEN - BENOEMINGEN 1996-01-24 / 641,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=3&btw=203430576,SNCB
0203.430.576,4,304) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN VZV RUE DE FRANCE 85 1060 ANDERLECHT 203.430.576 ONTSLAGEN - BENOEMINGEN 1996-01-24 / 641 DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=3&btw=203430576,SNCB
0203.430.576,4,"305) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SSF ANDERLECHT 203.430.576 DEMISSIONS, NOMINATIONS 1996-01-24 / 642",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=4&btw=203430576,SNCB
0203.430.576,4,"305) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SSF ANDERLECHT 203.430.576 DEMISSIONS, NOMINATIONS 1996-01-24 / 642 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=4&btw=203430576,SNCB
0203.430.576,4,306) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN VZV RUE DE FRANCE 85 1060 ANDERLECHT 203.430.576 ONTSLAGEN - BENOEMINGEN 1996-01-24 / 643,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=5&btw=203430576,SNCB
0203.430.576,4,306) NATIONALE MAATSCHAPPIJ DER BELGISCHE SPOORWEGEN VZV RUE DE FRANCE 85 1060 ANDERLECHT 203.430.576 ONTSLAGEN - BENOEMINGEN 1996-01-24 / 643 DETAIL,https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=5&btw=203430576,SNCB
0203.430.576,4,"311) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SSF BRUXELLES 203.430.576 DEMISSIONS, NOMINATIONS 1995-06-09 / 076",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=10&btw=203430576,SNCB
0203.430.576,4,"311) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SSF BRUXELLES 203.430.576 DEMISSIONS, NOMINATIONS 1995-06-09 / 076 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=10&btw=203430576,SNCB
0203.430.576,4,"312) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SSF BRUXELLES 203.430.576 DEMISSIONS, NOMINATIONS 1995-06-09 / 077",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=11&btw=203430576,SNCB
0203.430.576,4,"312) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SSF BRUXELLES 203.430.576 DEMISSIONS, NOMINATIONS 1995-06-09 / 077 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=11&btw=203430576,SNCB
0203.430.576,4,"313) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SSF BRUXELLES 203.430.576 DEMISSIONS, NOMINATIONS 1995-06-09 / 078",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=12&btw=203430576,SNCB
0203.430.576,4,"313) SOCIETE NATIONALE DES CHEMINS DE FER BELGES SSF BRUXELLES 203.430.576 DEMISSIONS, NOMINATIONS 1995-06-09 / 078 DETAIL",https://www.ejustice.just.fgov.be/cgi_tsv/article.pl?language=fr&btw_search=203430576&page=4&la_search=f&caller=list&=12&btw=203430576,SNCB
